Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
97	186		160	89	8	9	2	268	536	St. Gregory the Great Catholic Elementary School					VRAI
97	187		134	99	2	27	0	262	539	St. John Bosco Catholic School					VRAI
97	188		47	28	0	1	0	76	205	École élémentaire La Fontaine					VRAI
97	189		127	80	2	14	0	223	454	St. Angela Merici Catholic Elementary School					VRAI
97	190		124	83	5	11	0	223	455	St. Angela Merici Catholic Elementary School					VRAI
97	191		105	56	1	5	1	168	405	St. Angela Merici Catholic Elementary School					VRAI
97	192		104	69	5	0	3	181	436	St. Angela Merici Catholic Elementary School					VRAI
97	193		138	75	1	15	1	230	515	Our Lady of Fatima Catholic Elementary School					VRAI
97	194		113	64	9	0	0	186	399	St. Angela Merici Catholic Elementary School					VRAI
97	195		138	87	3	9	0	237	508	Our Lady of Fatima Catholic Elementary School					VRAI
97	196		131	78	19	12	0	240	513	Our Lady of Fatima Catholic Elementary School					VRAI
97	197		103	63	2	25	1	194	419	St. Margaret Mary Catholic Elementary School					VRAI
97	198s		6	1	2	1	1	11	19	Pine Grove Lodge					VRAI
97	199		131	71	1	16	0	219	537	Woodbridge Pool & Memorial Arena					VRAI
97	200		109	81	4	19	0	213	462	Father Bressani Catholic High School					VRAI
97	201		114	71	1	11	2	199	458	Father Bressani Catholic High School					VRAI
97	202		151	72	3	21	0	247	509	Father Bressani Catholic High School					VRAI
97	203		75	46	0	3	2	126	352	Father Bressani Catholic High School					VRAI
97	204		168	86	0	21	0	275	536	Father Bressani Catholic High School					VRAI
97	205		100	83	4	17	0	204	478	Father Bressani Catholic High School					VRAI
97	206		133	77	2	24	2	238	485	St. John Bosco Catholic School					VRAI
97	207		153	74	2	26	1	256	517	St. John Bosco Catholic School					VRAI
97	208		102	80	2	10	0	194	433	St. Gabriel the Archangel Catholic School					VRAI
97	209		86	180	2	30	1	299	620	St. John Bosco Catholic School					VRAI
97	210		137	82	1	16	18	254	542	St. Gabriel the Archangel Catholic School					VRAI
97	211		138	97	1	11	1	248	497	St. Gabriel the Archangel Catholic School					VRAI
97	212		38	62	2	1	0	103	349	St. Gabriel the Archangel Catholic School					VRAI
97	213		142	64	7	25	2	240	466	San Marco Catholic Elementary School					VRAI
97	214		87	76	2	1	1	167	446	St. Angela Merici Catholic Elementary School					VRAI
97	215		140	72	2	22	0	236	510	San Marco Catholic Elementary School					VRAI
97	216		140	66	2	23	0	231	561	St. Clement Catholic Elementary School					VRAI
97	217		136	51	7	13	0	207	440	St. Clement Catholic Elementary School					VRAI
97	218		64	53	1	6	0	124	359	St. Clement Catholic Elementary School					VRAI
97	219		107	81	1	8	0	197	467	Woodbridge United Church					VRAI
97	220		75	37	0	3	0	115	271	St. Margaret Mary Catholic Elementary School					VRAI
97	221		118	60	2	15	0	195	375	Woodbridge Pool & Memorial Arena					VRAI
97	222		118	75	1	17	1	212	482	Immaculate Conception Catholic Elementary School					VRAI
97	223		176	79	3	25	7	290	556	Immaculate Conception Catholic Elementary School					VRAI
97	224		135	75	3	26	0	239	427	Immaculate Conception Catholic Elementary School					VRAI
97	225		129	81	10	24	1	245	511	Immaculate Conception Catholic Elementary School					VRAI
97	226		120	87	9	19	1	236	510	Immaculate Conception Catholic Elementary School					VRAI
97	227		135	67	5	17	2	226	533	Blue Willow Public School					VRAI
97	228		147	72	0	27	0	246	464	Immaculate Conception Catholic Elementary School					VRAI
97	229		48	85	0	5	0	138	360	Blue Willow Public School					VRAI
97	230		66	67	0	1	0	134	363	Blue Willow Public School					VRAI
97	231		72	52	1	2	1	128	428	Blue Willow Public School					VRAI
97	232s		33	21	0	5	1	60	71	Blue Willow Terraces					VRAI
97	233		85	68	10	0	5	168	368	Blue Willow Public School					VRAI
97	234		127	65	4	6	0	202	442	San Marco Catholic Elementary School					VRAI
97	235		126	83	6	17	0	232	519	San Marco Catholic Elementary School					VRAI
97	236		180	83	2	15	0	280	529	San Marco Catholic Elementary School					VRAI
97	237		119	91	3	0	0	213	467	San Marco Catholic Elementary School					VRAI
97	238		149	101	5	11	2	268	535	St. Clement Catholic Elementary School					VRAI
97	239		158	80	5	4	0	247	572	St. Clement Catholic Elementary School					VRAI
97	240		119	46	3	33	4	205	463	St. Peter Catholic Elementary School					VRAI
97	241s		31	12	0	4	1	48	62	St. Peter's Senior's Residences					VRAI
97	242		128	65	2	16	0	211	448	St. Clement Catholic Elementary School					VRAI
97	243		122	71	4	15	15	227	410	St. Clement Catholic Elementary School					VRAI
97	244		121	61	2	15	2	201	423	Woodbridge United Church					VRAI
97	245		57	47	1	2	1	108	293	Woodbridge United Church					VRAI
97	246		66	41	0	6	0	113	271	Woodbridge Public School					VRAI
97	247		21	24	0	0	0	45	147	Woodbridge United Church					VRAI
97	248		43	23	5	14	0	85	247	Woodbridge Public School					VRAI
97	249		97	51	1	5	0	154	300	Woodbridge Pool & Memorial Arena					VRAI
97	250		133	85	0	17	1	236	492	Woodbridge Pool & Memorial Arena					VRAI
97	251		154	59	3	15	0	231	473	Woodbridge Pool & Memorial Arena					VRAI
97	252		92	79	3	13	0	187	476	St. Catherine of Siena Catholic Elementary School					VRAI
97	253		161	63	5	27	0	256	460	Immaculate Conception Catholic Elementary School					VRAI
97	254		86	52	2	2	0	142	405	Blue Willow Public School					VRAI
97	255		74	73	0	19	9	175	381	St. Peter Catholic Elementary School					VRAI
97	256		120	66	5	12	6	209	472	St. Peter Catholic Elementary School					VRAI
97	257		81	41	3	8	10	143	421	St. Peter Catholic Elementary School					VRAI
97	258		86	43	0	7	0	136	285	Woodbridge Public School					VRAI
97	259		112	65	2	14	0	193	448	St. Catherine of Siena Catholic Elementary School					VRAI
97	260		104	81	8	16	0	209	481	St. Catherine of Siena Catholic Elementary School					VRAI
97	261		107	67	4	5	0	183	465	St. Catherine of Siena Catholic Elementary School					VRAI
97	262		103	71	2	6	2	184	417	St. Peter Catholic Elementary School					VRAI
97	263s		73	31	4	13	30	151	259	Amica at Villa Da Vinci					VRAI
97	264		108	45	1	10	1	165	375	Woodbridge Public School					VRAI
97	265s		16	11	0	2	0	29	147	Villa Leonardo Gambin					VRAI
97	266s		14	9	0	3	0	26	48	Leisureworld Caregiving Centre					VRAI
97	400		49	34	5	10	0	98	140	Villa Giardino					VRAI
97	401		46	24	1	5	1	77	140	Piazza Woodbridge					VRAI
97	402		53	30	2	10	0	95	127	Friuli Terrace					VRAI
97	ADV001		389	237	2	25	0	653	0	Returning Office / Bureau du directeur du scrutin					VRAI
97	ADV002		468	282	4	26	2	782	0	Maple Community Centre					VRAI
97	ADV003		190	117	1	11	4	323	0	Vellore Village Community Centre					VRAI
97	ADV004		390	256	3	16	2	667	0	Al Palladini Community Centre					VRAI
98	1		52	44	2	1	0	99	317	Edith Cavell Public School					VRAI
98	2		41	45	0	1	0	87	233	Edith Cavell Public School					VRAI
98	3		60	42	1	2	3	108	289	Edith Cavell Public School					VRAI
98	4		74	64	0	4	1	143	288	Edith Cavell Public School					VRAI
98	5		71	63	0	6	0	140	347	West Park High School					VRAI
98	6		123	71	0	2	1	197	364	Club Roma					VRAI
98	7		141	95	2	3	1	242	468	West Park High School					VRAI
98	8		119	61	1	4	0	185	381	West Park High School					VRAI
98	9		64	53	1	5	3	126	257	Power Glen Elementary School					VRAI
98	10		91	48	0	9	0	148	274	West Park High School					VRAI
98	11		82	59	2	3	0	146	316	Power Glen Elementary School					VRAI
98	12		49	59	0	1	1	110	292	West Park High School					VRAI
98	13		52	48	0	6	1	107	280	Power Glen Elementary School					VRAI
98	14		72	63	2	4	0	141	407	St. Anthony Catholic School					VRAI
98	15		24	25	0	1	0	50	167	St. Anthony Catholic School					VRAI
98	16		42	47	1	1	1	92	265	St. Anthony Catholic School					VRAI
98	017s		10	9	0	6	0	25	47	West Park Health Centre					VRAI
98	18		49	49	0	5	0	103	297	St. Anthony Catholic School					VRAI
98	19		48	35	0	3	3	89	283	St. Anthony Catholic School					VRAI
98	20		79	55	2	2	0	138	274	Burleigh Elementary School					VRAI
98	21		74	57	0	4	0	135	282	Burleigh Elementary School					VRAI
98	22		67	63	0	2	0	132	325	Burleigh Elementary School					VRAI
98	23		80	55	1	2	0	138	341	Burleigh Elementary School					VRAI
98	24		84	53	0	3	0	140	318	Thorold Senior Centre					VRAI
98	25		153	77	0	3	0	233	444	Club Roma					VRAI
98	26		62	67	0	4	0	133	335	Club Roma					VRAI
98	27		93	74	2	3	1	173	344	Power Glen Elementary School					VRAI
98	28		111	93	0	6	0	210	382	Club Roma					VRAI
98	29		86	50	1	1	0	138	312	Power Glen Elementary School					VRAI
98	030s		27	10	2	2	11	52	150	Extendicare - St. Catharines					VRAI
98	31		91	61	0	4	0	156	310	Power Glen Elementary School					VRAI
98	32		150	80	0	6	0	236	421	St. Peter School					VRAI
98	33		139	63	1	1	0	204	347	St. Peter School					VRAI
98	034s		17	9	0	0	0	26	103	NHS - Hotel Dieu Shaver Rehabilitation					VRAI
98	35		104	54	1	4	4	167	309	Church of the Transfiguration					VRAI
98	36		103	139	0	2	0	244	461	Church of the Transfiguration					VRAI
98	37		129	74	1	0	0	204	371	Mountainview United Church					VRAI
98	38		135	88	0	2	2	227	433	Mountainview United Church					VRAI
98	39		141	70	1	1	1	214	466	Burleigh Elementary School					VRAI
98	40		147	79	3	13	0	242	424	Monsignor Clancy Catholic High School					VRAI
98	41		135	65	2	2	3	207	391	Burleigh Elementary School					VRAI
98	42		141	78	0	12	0	231	414	Monsignor Clancy Catholic High School					VRAI
98	43		109	53	0	14	0	176	321	St. Charles Elementary School					VRAI
98	44		120	63	1	14	0	198	360	Burleigh Elementary School					VRAI
98	45		104	62	0	18	0	184	358	St. Charles Elementary School					VRAI
98	46		142	78	6	9	2	237	391	St. Charles Elementary School					VRAI
98	47		80	43	3	10	0	136	262	St. Charles Elementary School					VRAI
98	48		84	49	4	0	3	140	304	St. Charles Elementary School					VRAI
98	49		87	49	0	8	0	144	340	Thorold Senior Centre					VRAI
98	50		58	40	1	0	1	100	219	Thorold Senior Centre					VRAI
98	51		52	31	0	3	0	86	191	Club Capri					VRAI
98	052s		20	8	2	3	0	33	53	Club Capri					VRAI
98	053s		6	5	0	0	0	11	28	Club Capri					VRAI
98	054s		17	9	0	2	0	28	32	Cobblestone Garden Residence					VRAI
98	55		30	20	1	1	0	52	186	Club Capri					VRAI
98	56		68	57	1	2	2	130	274	Thorold Senior Centre					VRAI
98	57		53	59	0	4	0	116	244	Thorold Senior Centre					VRAI
98	58		75	46	2	3	1	127	289	Thorold Senior Centre					VRAI
98	59		49	23	1	1	0	74	174	Club Capri					VRAI
98	60		122	42	0	2	0	166	346	West Park High School					VRAI
98	61		114	54	0	3	0	171	357	Club Roma					VRAI
98	62		96	132	0	0	1	229	545	Brock University					VRAI
98	63		79	88	0	1	0	168	318	Monsignor Clancy Catholic High School					VRAI
98	64		121	63	0	5	0	189	382	Monsignor Clancy Catholic High School					VRAI
98	65		79	63	0	3	1	146	326	Monsignor Clancy Catholic High School					VRAI
98	66		116	63	0	13	0	192	397	Monsignor Clancy Catholic High School					VRAI
98	67		50	59	2	1	0	112	228	Monsignor Clancy Catholic High School					VRAI
98	68		57	45	0	1	0	103	266	Richmond Street School					VRAI
98	69		115	53	2	10	0	180	349	Richmond Street School					VRAI
98	70		111	78	3	11	0	203	347	St. Charles Elementary School					VRAI
98	71		71	74	0	4	1	150	340	Club Capri					VRAI
98	72		72	49	1	2	0	124	337	Club Capri					VRAI
98	73		43	27	0	4	0	74	142	Club Capri					VRAI
98	074s		29	12	1	1	1	44	70	Club Capri					VRAI
98	75		76	74	0	4	0	154	293	Club Capri					VRAI
98	76		108	76	0	4	0	188	344	Richmond Street School					VRAI
98	77		125	75	1	3	2	206	387	Richmond Street School					VRAI
98	78		103	79	0	1	0	183	364	Richmond Street School					VRAI
98	79		81	61	0	3	0	145	318	Richmond Street School					VRAI
98	80		93	72	0	4	2	171	339	Richmond Street School					VRAI
98	81		60	60	0	0	0	120	265	Ontario School					VRAI
98	82		77	57	1	4	1	140	355	Ontario School					VRAI
98	83		89	59	1	6	0	155	322	Ontario School					VRAI
98	84		124	111	0	2	1	238	470	Ontario School					VRAI
98	85		100	52	0	5	0	157	391	Club Castropignano					VRAI
98	86		87	51	3	4	0	145	378	Ontario School					VRAI
98	87		68	70	0	5	0	143	285	Club Castropignano					VRAI
98	88		69	45	0	1	0	115	278	Port Robinson Fire Hall					VRAI
98	89		115	68	0	4	0	187	389	Club Castropignano					VRAI
98	90		71	44	0	0	0	115	238	Port Robinson Fire Hall					VRAI
98	91		113	65	0	8	0	186	332	Alexander Kuska Catholic School					VRAI
98	92		112	77	1	2	0	192	378	Quaker Road School					VRAI
98	93		86	41	0	4	1	132	289	Quaker Road School					VRAI
98	94		104	61	0	2	1	168	312	Quaker Road School					VRAI
98	95		76	19	0	0	1	96	184	Croatian Catholic Church					VRAI
98	96		109	57	0	3	0	169	374	Calvary Gospel Church					VRAI
98	97		90	114	0	1	0	205	372	Alexander Kuska Catholic School					VRAI
98	98		97	55	0	1	0	153	248	Alexander Kuska Catholic School					VRAI
98	99		107	64	0	5	0	176	318	Alexander Kuska Catholic School					VRAI
98	100		2	1	0	0	0	3	19	Alexander Kuska Catholic School					VRAI
98	101		119	72	1	2	0	194	402	Quaker Road School					VRAI
98	102		141	62	0	2	0	205	410	Alexander Kuska Catholic School					VRAI
98	103		82	62	0	4	1	149	359	Quaker Road School					VRAI
98	104		113	68	1	1	0	183	383	Quaker Road School					VRAI
98	105		69	35	7	3	0	114	280	Croatian Catholic Church					VRAI
98	106		97	65	0	4	1	167	318	Crowland Central Elementary School					VRAI
98	107		121	92	0	9	0	222	409	Calvary Gospel Church					VRAI
98	108		106	86	0	4	2	198	411	Calvary Gospel Church					VRAI
98	109		102	54	1	3	0	160	342	Gordon School					VRAI
98	110		95	64	0	0	5	164	386	Gordon School					VRAI
98	111		118	76	1	3	1	199	413	Gordon School					VRAI
98	112		106	58	3	3	0	170	339	Gordon School					VRAI
98	113		87	50	6	0	0	143	330	Gordon School					VRAI
98	114		66	50	0	2	0	118	264	Gordon School					VRAI
98	115		131	91	2	9	1	234	416	Centennial Secondary School					VRAI
98	116		150	63	1	5	20	239	432	Centennial Secondary School					VRAI
98	117		119	57	4	4	0	184	330	Fitch Street School					VRAI
98	118		111	89	1	5	0	206	412	Centennial Secondary School					VRAI
98	119		129	87	2	7	4	229	453	Centennial Secondary School					VRAI
98	120		87	56	3	2	3	151	333	Glendale School					VRAI
98	121		130	90	0	7	0	227	401	Glendale School					VRAI
98	122		96	59	0	2	0	157	317	Glendale School					VRAI
98	123		77	65	0	1	0	143	333	Ross Elementary School					VRAI
98	124		90	52	0	1	0	143	313	Ross Elementary School					VRAI
98	125		129	93	0	1	0	223	416	St. Kevin Catholic School					VRAI
98	126		112	70	0	1	0	183	359	St. Kevin Catholic School					VRAI
98	127		62	56	4	2	0	124	307	St. Andrew's School					VRAI
98	128		154	118	3	7	0	282	489	Crowland Central Elementary School					VRAI
98	129		56	31	1	5	0	93	250	Calvary Gospel Church					VRAI
98	130		118	118	0	13	1	250	466	Wellspring Community Church					VRAI
98	131		117	60	1	2	1	181	380	St. David's Anglican Church					VRAI
98	132		124	66	0	6	1	197	344	Holy Name Catholic School					VRAI
98	133		125	80	0	6	0	211	408	Holy Name Catholic School					VRAI
98	134		166	96	2	12	4	280	553	St. David's Anglican Church					VRAI
98	135		92	61	0	2	0	155	301	Holy Name Catholic School					VRAI
98	136		134	69	0	13	0	216	367	Holy Name Catholic School					VRAI
98	137		136	70	1	9	0	216	414	Holy Name Catholic School					VRAI
98	138		97	51	2	3	0	153	283	Fitch Street School					VRAI
98	139		78	61	0	4	0	143	283	Fitch Street School					VRAI
98	140		142	62	0	2	0	206	452	Fitch Street School					VRAI
98	141		110	73	0	2	1	186	332	Fitch Street School					VRAI
98	142		94	54	0	2	0	150	292	Ross Elementary School					VRAI
98	143		88	65	1	4	1	159	304	Ross Elementary School					VRAI
98	144		50	52	2	6	1	111	231	Ross Elementary School					VRAI
98	145s		0	0	0	0	0	0	5	Ross Elementary School					VRAI
98	146		49	39	3	1	0	92	209	St. Andrew's Presbyterian Church					VRAI
98	147		66	81	1	3	0	151	308	Ross Elementary School					VRAI
98	148		90	67	1	1	1	160	303	St. Kevin Catholic School					VRAI
98	149		32	26	0	0	0	58	180	Holy Trinity Church Hall					VRAI
98	150		68	62	0	4	2	136	303	Adolescent Family Support Service (YMCA)					VRAI
98	151		71	54	5	0	1	131	260	Adolescent Family Support Service (YMCA)					VRAI
98	152		50	37	1	9	0	97	247	Princess Elizabeth School					VRAI
98	153		37	44	2	1	0	84	253	Princess Elizabeth School					VRAI
98	154		76	46	1	3	3	129	305	Princess Elizabeth School					VRAI
98	155		79	51	3	1	0	134	313	Princess Elizabeth School					VRAI
98	156		87	71	4	11	3	176	298	St. Andrew's School					VRAI
98	157		91	55	2	19	21	188	309	St. Andrew's School					VRAI
98	158s		36	5	0	3	0	44	51	Richelieu Residence					VRAI
98	159s		14	12	5	2	0	33	63	Foyer Richelieu Welland					VRAI
98	160		71	33	0	5	1	110	227	École secondaire Confédération					VRAI
98	161s		6	3	0	0	0	9	13	Tanguay Place Residence					VRAI
98	162		84	47	0	4	0	135	347	Holy Name Catholic School					VRAI
98	163		91	79	1	5	2	178	355	Welland Optimist Club					VRAI
98	164		76	64	1	4	0	145	304	Welland Optimist Club					VRAI
98	165		92	56	2	0	1	151	356	Welland Optimist Club					VRAI
98	166		74	47	0	3	0	124	356	Welland Optimist Club					VRAI
98	167s		21	13	0	2	0	36	51	St. Charles Village					VRAI
98	168		47	37	0	4	0	88	133	St. Andrew's Presbyterian Church					VRAI
98	169		56	36	1	1	0	94	227	St. Andrew's Presbyterian Church					VRAI
98	170		54	27	1	3	0	85	263	St. Mary's School					VRAI
98	171		57	58	1	4	0	120	326	St. Mary's School					VRAI
98	172		60	53	0	8	0	121	289	St. Mary's School					VRAI
98	173		79	42	1	11	0	133	295	St. Mary's School					VRAI
98	175		47	54	1	2	0	104	299	Adolescent Family Support Service (YMCA)					VRAI
98	176		56	51	2	2	1	112	311	Adolescent Family Support Service (YMCA)					VRAI
98	177		88	64	3	4	0	159	341	St. Mary's School					VRAI
98	178		47	43	1	4	0	95	297	Princess Elizabeth School					VRAI
98	179		52	44	4	4	0	104	290	École élémentaire Champlain					VRAI
98	180		67	46	1	3	0	117	297	Princess Elizabeth School					VRAI
98	181		55	56	2	7	0	120	292	École élémentaire Champlain					VRAI
98	182		71	53	4	3	0	131	305	Princess Elizabeth School					VRAI
98	183		105	67	1	12	0	185	353	École élémentaire Champlain					VRAI
98	184		76	56	0	2	1	135	262	École secondaire Confédération					VRAI
98	185		138	70	0	9	0	217	392	École élémentaire Champlain					VRAI
98	186		100	56	1	12	0	169	316	École secondaire Confédération					VRAI
98	187		121	60	2	3	0	186	345	Wellspring Community Church					VRAI
98	188		95	70	0	8	2	175	320	Croatian National Home					VRAI
98	189		130	87	0	9	0	226	371	Welland Optimist Club					VRAI
98	190		36	29	0	5	0	70	175	Croatian National Home					VRAI
98	191		39	36	1	2	0	78	206	Welland Arena					VRAI
98	192		42	37	1	2	0	82	248	Welland Arena					VRAI
98	193s		12	9	0	1	0	22	85	Niagara Health System - Extended Care					VRAI
98	194s		53	11	3	14	0	81	93	Niagara Health System - Extended Care					VRAI
98	195s		2	3	0	2	19	26	50	Douglas H. Rapelje Lodge					VRAI
98	196		62	44	0	4	0	110	270	Ukrainian Cultural Centre					VRAI
98	197		89	68	0	2	0	159	341	St. Mary's School					VRAI
98	198		63	52	4	1	0	120	293	Ukrainian Cultural Centre					VRAI
98	199		60	50	1	4	0	115	304	École élémentaire Champlain					VRAI
98	200		75	69	1	1	0	146	319	Ukrainian Cultural Centre					VRAI
98	201		118	62	2	18	0	200	369	École élémentaire Champlain					VRAI
98	202		103	66	3	0	0	172	324	Ukrainian Cultural Centre					VRAI
98	203		157	79	2	6	1	245	373	Winger School					VRAI
98	204		126	74	0	8	0	208	353	Winger School					VRAI
98	205		122	98	7	4	0	231	415	Croatian National Home					VRAI
98	206		100	68	0	12	1	181	308	Croatian National Home					VRAI
98	207		100	77	1	5	0	183	436	Ukrainian Cultural Centre					VRAI
98	208		90	58	0	2	1	151	300	Ukrainian Cultural Centre					VRAI
98	209		101	70	1	3	0	175	507	Ukrainian Cultural Centre					VRAI
98	210		124	79	0	3	0	206	365	St. Elizabeth Catholic School					VRAI
98	211		92	48	1	3	2	146	372	Croatian Folk Art Centre					VRAI
98	212		151	123	1	7	1	283	602	Crowland Central Elementary School					VRAI
98	213		44	53	1	0	0	98	214	Croatian Folk Art Centre					VRAI
98	214		105	71	0	6	0	182	328	Croatian Folk Art Centre					VRAI
98	215		203	91	0	2	4	300	554	Winger School					VRAI
98	216		86	60	0	3	0	149	298	Croatian Folk Art Centre					VRAI
98	217		112	62	0	6	0	180	325	Croatian Folk Art Centre					VRAI
98	218		110	111	3	0	0	224	392	Bethel Community Centre					VRAI
98	219A		122	91	0	0	9	222	420	St. Elizabeth Catholic School					VRAI
98	219B		96	72	1	7	1	177	365	St. Elizabeth Catholic School					VRAI
98	221		62	36	0	0	0	98	222	Christian Life Assembly					VRAI
98	222		101	69	3	5	0	178	325	Port Colborne Lions Hall					VRAI
98	223		94	60	0	0	7	161	318	St. Elizabeth Catholic School					VRAI
98	224		133	80	0	7	0	220	371	Christian Life Assembly					VRAI
98	225		117	69	2	12	1	201	373	Oakwood Elementary School					VRAI
98	226		88	79	0	7	4	178	370	Christian Life Assembly					VRAI
98	227		108	73	2	2	0	185	361	Oakwood Elementary School					VRAI
98	228		66	36	1	7	3	113	258	Oakwood Elementary School					VRAI
98	229		115	81	0	3	3	202	356	Oakwood Elementary School					VRAI
98	230		81	60	1	6	0	148	248	Port Colborne Lions Hall					VRAI
98	231		144	106	1	3	0	254	390	Sherkston Community Centre					VRAI
98	232		46	25	1	1	0	73	115	St. Elizabeth Catholic School					VRAI
98	233		99	65	1	2	0	167	344	St. John Bosco Catholic School					VRAI
98	234		106	72	2	4	0	184	345	St. John Bosco Catholic School					VRAI
98	235		76	57	5	0	0	138	266	Port Colborne Social and Recreation Centre					VRAI
98	236		84	45	1	4	0	134	274	St. John Bosco Catholic School					VRAI
98	237		52	43	8	2	0	105	282	Port Colborne Social and Recreation Centre					VRAI
98	238		51	56	1	2	0	110	265	St. John Bosco Catholic School					VRAI
98	239		40	52	0	6	0	98	192	Port Colborne Lions Hall					VRAI
98	240		93	67	3	12	0	175	322	Italian Canadian Hall					VRAI
98	241		88	55	2	5	0	150	334	Italian Canadian Hall					VRAI
98	242		88	63	1	8	0	160	340	Italian Canadian Hall					VRAI
98	243		107	71	1	7	0	186	334	St. Therese Catholic School					VRAI
98	244		119	52	0	4	0	175	410	St. Therese Catholic School					VRAI
98	245		153	97	0	6	0	256	407	St. Patrick Catholic School					VRAI
98	246		111	36	4	10	2	163	289	Central United Church					VRAI
98	247		133	59	0	2	0	194	312	St. Patrick Catholic School					VRAI
98	248		122	77	0	8	0	207	324	Port Colborne Baptist Church					VRAI
98	249s		27	11	1	2	0	41	52	Garden Terrace					VRAI
98	250		97	93	0	2	0	192	312	St. Patrick Catholic School					VRAI
98	251s		15	4	0	4	0	23	33	Gilead Manor					VRAI
98	252s		35	13	0	8	3	59	111	Portal Village					VRAI
98	253		91	68	1	4	0	164	301	Port Colborne Baptist Church					VRAI
98	254		85	58	2	1	0	146	298	Port Colborne Baptist Church					VRAI
98	255		62	62	1	0	0	125	275	Central United Church					VRAI
98	256		61	44	0	7	0	112	249	Port Colborne Baptist Church					VRAI
98	257		55	48	0	1	0	104	279	Port Colborne Baptist Church					VRAI
98	258		46	37	0	5	1	89	211	Italian Canadian Hall					VRAI
98	259		61	39	0	4	2	106	279	Italian Canadian Hall					VRAI
98	260		82	60	0	11	0	153	325	Italian Canadian Hall					VRAI
98	261		82	49	0	3	0	134	220	Sherkston Community Centre					VRAI
98	262		85	69	1	2	0	157	247	Wainfleet Lions Hall					VRAI
98	263		57	42	0	0	0	99	140	Wainfleet Lions Hall					VRAI
98	264		96	63	0	2	0	161	262	Wainfleet Congregational Church					VRAI
98	265		119	51	0	3	0	173	284	Wainfleet Congregational Church					VRAI
98	266		147	93	1	6	2	249	403	Lakeside Yacht Club of Port Colborne					VRAI
98	267		130	78	0	1	2	211	398	Lakeside Yacht Club of Port Colborne					VRAI
98	268s		2	3	0	9	1	15	25	NHS - Port Colborne General Hospital					VRAI
98	269s		45	9	1	1	0	56	150	Northland Point					VRAI
98	270		87	41	1	2	0	131	301	Port Colborne Baptist Church					VRAI
98	271		51	33	0	3	5	92	252	Italian Canadian Hall					VRAI
98	272		54	35	0	2	0	91	143	St. Therese Catholic School					VRAI
98	273		96	40	0	1	0	137	278	Sherkston Community Centre					VRAI
98	274		54	29	1	1	2	87	157	Wainfleet Lions Hall					VRAI
98	275		99	60	0	1	0	160	234	Wainfleet Lions Hall					VRAI
98	401		49	40	0	2	2	93	158	Tremont Apartments					VRAI
98	402		31	36	1	4	0	72	124	Doral Apartments					VRAI
98	403		51	24	1	4	2	82	132	Princess Manor					VRAI
98	405		52	28	1	9	0	90	140	Prince Court					VRAI
98	406		28	37	1	3	0	69	105	Parkway Village Towers					VRAI
98	407		45	26	0	1	1	73	121	Parkway Village Towers					VRAI
98	408		22	27	1	15	0	65	107	Jubilee Apartments					VRAI
98	ADV001		1008	613	15	44	2	1682	0	Returning Office / Bureau du directeur du scrutin					VRAI
98	ADV002		265	192	0	9	0	466	0	Club Roma					VRAI
98	ADV003		686	453	4	28	0	1171	0	Sobeys					VRAI
98	ADV004		55	30	0	1	2	88	0	Sherkston Community Centre					VRAI
98	ADV005		128	71	2	5	0	206	0	Wainfleet Township Public Library					VRAI
98	ADV006		678	341	10	36	2	1067	0	Port Colborne Mall					VRAI
98	ADV007		331	188	0	9	0	528	0	Club Capri					VRAI
99	1		105	69	0	2	0	176	302	Ross R. Mackay Public School					VRAI
99	2		139	64	1	1	0	205	311	Pine Meadows Community Centre					VRAI
99	3		93	46	1	0	0	140	252	Ross R. Mackay Public School					VRAI
99	4		158	83	0	5	0	246	480	Ross R. Mackay Public School					VRAI
99	5		139	77	0	1	0	217	387	Erin Public School					VRAI
99	6		107	50	0	1	1	159	270	Ross R. Mackay Public School					VRAI
99	7		112	67	3	0	0	182	316	Ross R. Mackay Public School					VRAI
99	8		64	64	3	2	0	133	312	Erin Public School					VRAI
99	9		154	71	0	2	0	227	420	Erin Public School					VRAI
99	10		109	72	0	2	0	183	428	Erin Public School					VRAI
99	11		114	82	0	5	0	201	439	Erin Public School					VRAI
99	12		133	75	1	0	4	213	382	Erin Public School					VRAI
99	13		150	70	0	3	0	223	347	Pine Meadows Community Centre					VRAI
99	14		191	46	0	0	6	243	325	Pine Meadows Community Centre					VRAI
99	15		154	81	0	0	4	239	535	Pine Meadows Community Centre					VRAI
99	16		208	121	0	1	0	330	506	Pine Meadows Community Centre					VRAI
99	17		128	60	0	3	0	191	297	Ross R. Mackay Public School					VRAI
99	19		74	44	0	0	2	120	292	Erin Public School					VRAI
99	20		113	59	1	1	1	175	363	Erin Public School					VRAI
99	21		132	65	0	3	0	200	366	Brisbane Public School					VRAI
99	22		137	70	1	2	2	212	373	Brisbane Public School					VRAI
99	23		148	66	2	1	1	218	314	Ballinafad Community Centre					VRAI
99	24		155	68	0	0	0	223	401	St. Joseph Catholic School					VRAI
99	25		86	39	0	1	0	126	208	St. Joseph Catholic School					VRAI
99	26		97	45	0	2	0	144	321	St. Joseph Catholic School					VRAI
99	27		161	83	1	1	1	247	476	St. Joseph Catholic School					VRAI
